Time,Frequency,Resistance
16:18:40,5009491.9,445.01
16:18:41,5009491.1,445.01
16:18:41,5009491.1,445.01
16:18:41,5009491.1,445.01
16:18:41,5009491.1,445.01
16:18:41,5009491.1,445.01
16:18:41,5009491.1,445.01
16:18:42,5009491.1,445.07
16:18:42,5009490.4,445.07
16:18:42,5009490.4,445.07
16:18:42,5009490.4,445.07
16:18:42,5009490.4,445.07
16:18:42,5009490.4,445.07
16:18:42,5009490.4,445.07
16:18:43,5009489.8,445.11
16:18:43,5009489.8,445.11
16:18:43,5009489.8,445.11
16:18:43,5009489.8,445.11
16:18:43,5009489.8,445.11
16:18:43,5009489.8,445.11
16:18:44,5009489.8,445.11
16:18:44,5009489.1,445.14
16:18:44,5009489.1,445.14
16:18:44,5009489.1,445.14
16:18:44,5009489.1,445.14
16:18:44,5009489.1,445.14
16:18:45,5009489.1,445.14
16:18:45,5009488.3,445.18
16:18:45,5009488.3,445.18
16:18:45,5009488.3,445.18
16:18:45,5009488.3,445.18
16:18:45,5009488.3,445.18
16:18:46,5009488.3,445.18
16:18:46,5009487.7,445.18
16:18:46,5009487.7,445.22
16:18:46,5009487.7,445.22
16:18:46,5009487.7,445.22
16:18:46,5009487.7,445.22
16:18:46,5009487.7,445.22
16:18:47,5009486.9,445.22
16:18:47,5009486.9,445.22
16:18:47,5009486.9,445.25
16:18:47,5009486.9,445.25
16:18:47,5009486.9,445.25
16:18:47,5009486.9,445.25
16:18:48,5009486.9,445.25
16:18:48,5009486.3,445.25
16:18:48,5009486.3,445.25
16:18:48,5009486.3,445.28
16:18:48,5009486.3,445.28
16:18:48,5009486.3,445.28
16:18:48,5009486.3,445.28
16:18:49,5009485.6,445.28
16:18:49,5009485.6,445.28
16:18:49,5009485.6,445.28
16:18:49,5009485.6,445.31
16:18:49,5009485.6,445.31
16:18:49,5009485.6,445.31
16:18:50,5009485.6,445.31
16:18:50,5009484.9,445.31
16:18:50,5009484.9,445.31
16:18:50,5009484.9,445.31
16:18:50,5009484.9,445.35
16:18:50,5009484.9,445.35
16:18:50,5009484.9,445.35
16:18:51,5009484.9,445.35
16:18:51,5009484.3,445.35
16:18:51,5009484.3,445.35
16:18:51,5009484.3,445.35
16:18:51,5009484.3,445.37
16:18:51,5009484.3,445.37
16:18:51,5009484.3,445.37
16:18:52,5009483.8,445.37
16:18:52,5009483.8,445.37
16:18:52,5009483.8,445.37
16:18:52,5009483.8,445.37
16:18:52,5009483.8,445.37
16:18:52,5009483.8,445.4
16:18:53,5009483.8,445.4
16:18:53,5009483.3,445.4
16:18:53,5009483.3,445.4
16:18:53,5009483.3,445.4
16:18:53,5009483.3,445.4
16:18:53,5009483.3,445.4
16:18:53,5009483.3,445.43
16:18:54,5009483.3,445.43
16:18:54,5009483,445.43
16:18:54,5009483,445.43
16:18:54,5009483,445.43
16:18:54,5009483,445.43
16:18:54,5009483,445.43
16:18:54,5009483,445.44
16:18:55,5009482.5,445.44
16:18:55,5009482.5,445.44
16:18:55,5009482.5,445.44
16:18:55,5009482.5,445.44
16:18:55,5009482.5,445.44
16:18:55,5009482.5,445.44
16:18:56,5009482.5,445.45
16:18:56,5009482.3,445.45
16:18:56,5009482.3,445.45
16:18:56,5009482.3,445.45
16:18:56,5009482.3,445.45
16:18:56,5009482.3,445.45
16:18:56,5009482.3,445.45
16:18:57,5009482.3,445.46
16:18:57,5009482.4,445.46
16:18:57,5009482.4,445.46
16:18:57,5009482.4,445.46
16:18:57,5009482.4,445.46
16:18:57,5009482.4,445.46
16:18:57,5009482.4,445.46
16:18:58,5009482.4,445.46
16:18:58,5009482.4,445.46
16:18:58,5009482.4,445.46
16:18:58,5009482.4,445.46
16:18:58,5009482.4,445.46
16:18:58,5009482.4,445.46
16:18:59,5009482.4,445.46
16:18:59,5009482.5,445.46
16:18:59,5009482.5,445.46
16:18:59,5009482.5,445.46
16:18:59,5009482.5,445.46
16:18:59,5009482.5,445.46
16:18:59,5009482.5,445.46
16:19:00,5009482.5,445.46
16:19:00,5009482.6,445.46
16:19:00,5009482.6,445.46
16:19:00,5009482.6,445.46
16:19:00,5009482.6,445.46
16:19:00,5009482.6,445.46
16:19:00,5009482.6,445.46
16:19:01,5009482.7,445.46
16:19:01,5009482.7,445.46
16:19:01,5009482.7,445.45
16:19:01,5009482.7,445.45
16:19:01,5009482.7,445.45
16:19:01,5009482.7,445.45
16:19:02,5009482.7,445.45
16:19:02,5009483.2,445.45
16:19:02,5009483.2,445.45
16:19:02,5009483.2,445.43
16:19:02,5009483.2,445.43
16:19:02,5009483.2,445.43
16:19:02,5009483.2,445.43
16:19:03,5009483.2,445.43
16:19:03,5009483.8,445.43
16:19:03,5009483.8,445.43
16:19:03,5009483.8,445.4
16:19:03,5009483.8,445.4
16:19:03,5009483.8,445.4
16:19:03,5009483.8,445.4
16:19:04,5009483.8,445.4
16:19:04,5009484,445.4
16:19:04,5009484,445.4
16:19:04,5009484,445.4
16:19:04,5009484,445.38
16:19:04,5009484,445.38
16:19:05,5009484,445.38
16:19:05,5009484.3,445.38
